id,document_id,line_item_id,total_price,status,description,created_at,updated_at,is_accepted,accepted_on,vendor_id,rejected_on,rushed,deadline,batch_no,shipped_at,production_time,ship_accuracy,ship_rating,quantity,unit_price,additional_cost,paid,origin,invoice_id,default_production_time,product,vendor
2335,2336,5554,13.5000,3,,2020-05-19 10:13:59,2020-06-06 10:52:05,1,2020-05-29 04:00:10,1687,NULL,0,NULL,2020-W21-1,2020-06-06 10:52:05,8,-22,positive,10,1.35,0.00,1,1,5263,30,Custom Grip Tape Samples,Fiona yang
2336,2337,5555,5.0000,3,,2020-05-19 10:15:34,2020-06-15 20:11:56,1,2020-05-26 19:00:28,1231,NULL,0,NULL,2020-W21-1,2020-06-15 20:11:56,20,-10,positive,10,0.50,0.00,1,1,5263,30,Sample Phone Grip Sockets - 10pc,Oliver Zang
2337,2338,5556,5.0000,3,,2020-05-19 10:16:25,2020-06-15 20:12:03,1,2020-05-26 19:03:56,1231,NULL,0,NULL,2020-W21-1,2020-06-15 20:12:03,20,-10,positive,10,0.50,0.00,1,1,5263,30,Sample Phone Grip Sockets - 10pc,Oliver Zang
2338,2339,5557,5.0000,3,,2020-05-19 10:18:31,2020-06-15 20:12:10,1,2020-05-26 19:03:54,1231,NULL,0,NULL,2020-W21-1,2020-06-15 20:12:10,20,-10,positive,10,0.50,0.00,1,1,5263,30,Sample Phone Grip Sockets - 10pc,Oliver Zang
2339,2340,5558,5.0000,3,,2020-05-19 10:20:54,2020-06-15 20:12:16,1,2020-05-26 19:03:51,1231,NULL,0,NULL,2020-W21-1,2020-06-15 20:12:16,20,-10,positive,10,0.50,0.00,1,1,5263,30,Sample Phone Grip Sockets - 10pc,Oliver Zang
2340,2341,5568,54.0000,3,,2020-05-19 10:40:45,2020-06-08 08:32:48,1,2020-05-21 11:10:26,1373,NULL,0,NULL,2020-W21-1,2020-06-08 08:32:48,18,-12,positive,100,0.54,65.60,1,1,5272,30,Custom Enamel Pins (hard or soft) - 100pcs,Sherry - CYI
2341,2342,5562,40.5000,3,,2020-05-19 13:32:15,2020-06-08 08:32:26,1,2020-05-21 11:10:07,1373,NULL,0,NULL,2020-W21-1,2020-06-08 08:32:26,18,-12,positive,50,0.81,77.60,1,1,5266,30,Custom Enamel Pins (hard or soft) - 50pcs,Sherry - CYI
2342,2343,5581,40.0000,3,,2020-05-19 14:54:16,2020-06-05 05:41:52,1,2020-05-20 01:54:15,1697,NULL,0,NULL,2020-W21-1,2020-06-05 05:41:52,16,-14,positive,10,4.00,0.00,1,1,5285,30,Embroidery Patches Samples - 10pc,Jin Jing
2343,2344,5382,345.0000,3,,2020-05-19 18:09:35,2020-08-17 05:42:33,1,2020-05-25 08:34:10,322,NULL,0,2020-05-19 16:00:00,2020-W21-1,2020-08-17 05:42:33,84,99,negative,30,11.50,0.00,1,0,5139,30,Snapback - 6 Panel - 30pcs,Hidy Zhao
2344,2345,5598,684.0000,3,,2020-05-19 18:57:07,2020-06-19 02:19:18,1,2020-05-21 18:38:28,1061,NULL,1,2020-05-19 16:00:00,2020-W21-1,2020-06-19 02:19:18,28,40,negative,120,5.70,0.00,1,0,5297,30,Blank Hats - Custom Embroidery - 12pk,alma sanchez
2345,2346,5579,120.0000,3,,2020-05-19 20:31:42,2020-06-08 08:32:11,1,2020-05-21 11:09:43,1373,NULL,0,NULL,2020-W21-1,2020-06-08 08:32:11,18,-12,positive,250,0.48,99.60,1,1,5282,30,Custom Enamel Pins (hard or soft) - 250pcs,Sherry - CYI
2346,2347,5584,50.0000,3,,2020-05-19 20:33:12,2020-06-08 08:31:52,1,2020-05-21 11:10:43,1373,NULL,0,NULL,2020-W21-1,2020-06-08 08:31:52,18,-12,positive,100,0.50,65.60,1,1,5288,30,Custom Enamel Pins (hard or soft) - 100pcs,Sherry - CYI
2347,2348,5446,108.0000,3,,2020-05-20 15:06:16,2020-06-13 14:19:23,1,2020-05-27 15:34:20,1061,NULL,0,2020-05-19 16:00:00,2020-W21-1,2020-06-13 14:19:23,17,35,negative,12,9.00,0.00,1,0,5182,30,Blank Hats - Custom Embroidery - 12pk,alma sanchez
2348,2349,5485,54.0000,3,,2020-05-20 15:22:34,2020-06-11 13:25:38,1,2020-05-21 18:49:57,1061,NULL,0,NULL,2020-W21-1,2020-06-11 13:25:38,21,-9,positive,12,4.50,0.00,1,0,5212,30,Blank Hats - Custom Embroidery - 12pk,alma sanchez
2349,2350,5151,24.5000,3,,2020-05-20 17:04:30,2020-06-08 08:31:32,1,2020-05-23 11:40:37,1373,NULL,0,NULL,2020-W21-1,2020-06-08 08:31:32,16,-14,positive,50,0.49,56.60,1,1,4985,30,Custom Enamel Pins (hard or soft) - 50pcs,Sherry - CYI
2350,2351,5152,30.5000,3,,2020-05-20 17:07:21,2020-06-08 08:30:52,1,2020-05-22 07:55:47,1373,NULL,0,NULL,2020-W21-1,2020-06-08 08:30:52,17,-13,positive,50,0.61,77.60,1,1,4985,30,Custom Enamel Pins (hard or soft) - 50pcs,Sherry - CYI
2351,2352,5150,30.5000,3,,2020-05-20 17:13:17,2020-06-08 08:30:37,1,2020-05-22 07:56:14,1373,NULL,0,NULL,2020-W21-1,2020-06-08 08:30:37,17,-13,positive,50,0.61,56.60,1,1,4985,30,Custom Enamel Pins (hard or soft) - 50pcs,Sherry - CYI
2352,2353,5153,32.5000,3,,2020-05-20 17:13:52,2020-06-08 08:24:53,1,2020-05-22 07:59:19,1373,NULL,0,NULL,2020-W21-1,2020-06-08 08:24:53,17,-13,positive,50,0.65,60.60,1,1,4985,30,Custom Enamel Pins (hard or soft) - 50pcs,Sherry - CYI
2353,2354,5580,42.5000,3,,2020-05-20 17:38:04,2020-06-14 06:35:37,1,2020-05-21 02:57:47,869,NULL,0,NULL,2020-W21-1,2020-06-14 06:35:37,24,-6,positive,50,0.85,0.00,1,1,5284,30,Custom PU Leather Patch - 50pcs,Cookie Mao
2354,2355,5605,425.0000,3,,2020-05-20 19:03:07,2020-08-17 05:43:16,1,2020-05-25 08:46:51,322,NULL,0,NULL,2020-W21-2,2020-08-17 05:43:16,84,54,negative,50,8.50,0.00,1,0,5301,30,Strapback - 6 Panel - 50pcs,Hidy Zhao
2355,2356,5601,46.0000,3,,2020-05-20 21:28:39,2020-06-08 08:13:33,1,2020-05-26 05:48:17,1373,NULL,0,NULL,2020-W21-1,2020-06-08 08:13:33,13,-17,positive,100,0.46,67.79,1,1,5299,30,Custom Enamel Pins (hard or soft) - 100pcs,Sherry - CYI
2356,2357,5588,90.0000,3,,2020-05-20 21:50:34,2020-06-05 05:41:25,1,2020-05-22 01:34:19,1697,NULL,0,NULL,2020-W21-1,2020-06-05 05:41:25,14,-16,positive,50,1.80,0.00,1,1,5291,30,Custom Embroidery Patches - 50pcs,Jin Jing
2357,2358,5539,405.0000,3,,2020-05-21 01:36:11,2020-08-07 11:16:41,1,2020-05-25 08:37:49,322,NULL,0,NULL,2020-W21-1,2020-08-07 11:16:41,74,44,negative,50,8.10,0.00,1,0,5251,30,Strapback - 5 Panel - 50pcs,Hidy Zhao
2358,2359,5563,80.0000,3,,2020-05-21 10:17:27,2020-06-17 07:15:32,1,2020-05-25 09:50:09,1373,NULL,0,NULL,2020-W21-2,2020-06-17 07:15:32,23,-7,positive,100,0.80,102.25,1,1,5267,30,Custom Enamel Pins (hard or soft) - 100pcs,Sherry - CYI
2359,2360,5575,49.0000,3,,2020-05-21 12:04:05,2020-06-17 07:15:51,1,2020-05-25 09:49:40,1373,NULL,0,NULL,2020-W21-2,2020-06-17 07:15:51,23,-7,positive,100,0.49,92.25,1,1,5278,30,Custom Enamel Pins (hard or soft) - 100pcs,Sherry - CYI
2360,2361,5595,5.0000,3,,2020-05-21 12:45:46,2020-06-15 20:12:23,1,2020-05-26 19:03:46,1231,NULL,0,NULL,2020-W21-2,2020-06-15 20:12:23,20,-10,positive,10,0.50,0.00,1,1,5295,30,Sample Phone Grip Sockets - 10pc,Oliver Zang
2361,2362,5589,120.0000,3,,2020-05-21 18:46:38,2020-06-17 07:44:41,1,2020-05-22 01:33:12,1697,NULL,0,NULL,2020-W21-2,2020-06-17 07:44:41,26,-4,positive,100,1.20,0.00,1,1,5292,30,Custom Embroidery Patches - 100pcs,Jin Jing
2362,2363,5614,37.0000,3,,2020-05-21 18:52:58,2020-06-17 07:16:09,1,2020-05-25 09:49:10,1373,NULL,0,NULL,2020-W21-2,2020-06-17 07:16:09,23,-7,positive,50,0.74,102.25,1,1,5305,30,Custom Enamel Pins (hard or soft) - 50pcs,Sherry - CYI
2363,2364,5397,45.0000,3,,2020-05-21 19:04:40,2020-07-31 10:35:09,1,2020-05-25 08:47:47,322,NULL,0,NULL,2020-W21-2,2020-07-31 10:35:09,67,37,negative,1,45.00,0.00,1,0,5147,30,Custom Sample Production Hat,Hidy Zhao
2364,2365,5615,100.0000,3,,2020-05-22 13:43:06,2020-06-17 07:44:23,1,2020-05-25 01:58:17,1697,NULL,0,NULL,2020-W21-2,2020-06-17 07:44:23,23,-7,positive,50,2.00,0.00,1,1,5306,30,Custom Embroidery Patches - 50pcs,Jin Jing
2365,2366,5145,50.0000,3,,2020-05-22 22:01:00,2020-06-17 07:44:09,1,2020-05-25 02:00:57,1697,NULL,0,NULL,2020-W21-2,2020-06-17 07:44:09,23,-7,positive,10,5.00,0.00,1,1,4985,30,Embroidery Patches Samples - 10pc,Jin Jing
2366,2367,5146,50.0000,3,,2020-05-22 22:01:40,2020-06-17 07:43:53,1,2020-05-25 01:57:20,1697,NULL,0,NULL,2020-W21-2,2020-06-17 07:43:53,23,-7,positive,10,5.00,0.00,1,1,4985,30,Embroidery Patches Samples - 10pc,Jin Jing
2367,2368,5147,35.0000,3,,2020-05-22 22:02:52,2020-06-17 07:43:22,1,2020-05-25 01:56:33,1697,NULL,0,NULL,2020-W21-2,2020-06-17 07:43:22,23,-7,positive,10,3.50,0.00,1,1,4985,30,Embroidery Patches Samples - 10pc,Jin Jing
2368,2369,5148,35.0000,3,,2020-05-22 22:04:00,2020-06-17 07:43:01,1,2020-05-25 01:56:11,1697,NULL,0,NULL,2020-W21-2,2020-06-17 07:43:01,23,-7,positive,10,3.50,0.00,1,1,4985,30,Embroidery Patches Samples - 10pc,Jin Jing
2369,2370,5149,35.0000,3,,2020-05-22 22:04:44,2020-06-17 07:42:37,1,2020-05-25 01:55:16,1697,NULL,0,NULL,2020-W21-2,2020-06-17 07:42:37,23,-7,positive,10,3.50,0.00,1,1,4985,30,Embroidery Patches Samples - 10pc,Jin Jing
2370,2371,5531,50.0000,3,,2020-05-22 22:06:23,2020-06-17 07:42:17,1,2020-05-25 01:54:45,1697,NULL,0,NULL,2020-W21-2,2020-06-17 07:42:17,23,-7,positive,10,5.00,0.00,1,1,5248,30,Embroidery Patches Samples - 10pc,Jin Jing
2371,2372,5532,30.0000,3,,2020-05-22 22:06:53,2020-06-17 07:41:56,1,2020-05-25 01:53:14,1697,NULL,0,NULL,2020-W21-2,2020-06-17 07:41:56,23,-7,positive,10,3.00,0.00,1,1,5248,30,Embroidery Patches Samples - 10pc,Jin Jing
2372,2373,5533,40.0000,3,,2020-05-22 22:08:20,2020-06-17 07:41:23,1,2020-05-25 01:52:41,1697,NULL,0,NULL,2020-W21-2,2020-06-17 07:41:23,23,-7,positive,10,4.00,0.00,1,1,5248,30,Embroidery Patches Samples - 10pc,Jin Jing
2373,2374,5534,50.0000,3,,2020-05-22 22:09:00,2020-06-17 07:40:41,1,2020-05-25 01:52:17,1697,NULL,0,NULL,2020-W21-2,2020-06-17 07:40:41,23,-7,positive,10,5.00,0.00,1,1,5248,30,Embroidery Patches Samples - 10pc,Jin Jing
2374,2375,5535,38.0000,3,,2020-05-22 22:09:32,2020-06-17 07:40:17,1,2020-05-25 01:49:45,1697,NULL,0,NULL,2020-W21-2,2020-06-17 07:40:17,23,-7,positive,10,3.80,0.00,1,1,5248,30,Embroidery Patches Samples - 10pc,Jin Jing
2375,2376,4899,90.0000,3,,2020-05-23 11:00:16,2020-06-17 07:39:55,1,2020-05-25 01:49:30,1697,NULL,0,NULL,2020-W21-2,2020-06-17 07:39:55,23,-7,positive,50,1.80,0.00,1,1,4838,30,Custom Embroidery Patches - 50pcs,Jin Jing
2376,2377,5616,95.0000,3,,2020-05-23 17:32:42,2020-06-17 07:16:26,1,2020-05-26 03:38:42,1373,NULL,0,NULL,2020-W21-2,2020-06-17 07:16:26,22,-8,positive,250,0.38,70.25,1,1,5307,30,Custom Enamel Pins (hard or soft) - 250pcs,Sherry - CYI
2377,2378,5647,5.0000,3,,2020-05-23 21:36:08,2020-06-15 20:12:30,1,2020-05-26 19:03:45,1231,NULL,0,NULL,2020-W21-2,2020-06-15 20:12:30,20,-10,positive,10,0.50,0.00,1,1,5324,30,Sample Phone Grip Sockets - 10pc,Oliver Zang
2378,2379,5646,43.0000,3,,2020-05-23 22:17:31,2020-06-17 07:16:42,1,2020-05-27 03:27:54,1373,NULL,0,NULL,2020-W21-2,2020-06-17 07:16:42,21,-9,positive,100,0.43,59.25,1,1,5323,30,Custom Enamel Pins (hard or soft) - 100pcs,Sherry - CYI
2379,2380,5553,63.0000,3,I am not sure which method should be used. You just go ahead on it. You can give suggestions by embellishment to the client.  Just try your expertise and make a pin with provided artwork. Do as close as possible to the reference picture.,2020-05-23 23:20:47,2020-06-17 07:16:58,1,2020-05-26 03:37:32,1373,NULL,0,NULL,2020-W21-2,2020-06-17 07:16:58,22,-8,positive,100,0.63,93.25,1,1,5262,30,Custom Enamel Pins (hard or soft) - 100pcs,Sherry - CYI
2380,2381,5626,30.0000,3,,2020-05-24 10:26:16,2020-06-14 06:38:33,1,2020-05-27 00:25:54,869,NULL,0,NULL,2020-W21-2,2020-06-14 06:38:33,18,-12,positive,10,3.00,0.00,1,1,5312,30,Custom PU Leather Patch Samples,Cookie Mao
2381,2382,5627,35.0000,3,,2020-05-24 10:26:46,2020-06-17 07:39:31,1,2020-05-25 01:48:15,1697,NULL,0,NULL,2020-W21-2,2020-06-17 07:39:31,23,-7,positive,10,3.50,0.00,1,1,5312,30,Embroidery Patches Samples - 10pc,Jin Jing
2382,2383,5648,123.0000,3,,2020-05-24 20:12:07,2020-06-17 07:17:11,1,2020-05-26 03:36:46,1373,NULL,0,NULL,2020-W21-2,2020-06-17 07:17:11,22,-8,positive,100,1.23,88.25,1,1,5325,30,Custom Enamel Pins (hard or soft) - 100pcs,Sherry - CYI
2383,2384,5649,5.0000,3,,2020-05-24 20:13:49,2020-06-15 20:12:34,1,2020-05-26 19:03:43,1231,NULL,0,NULL,2020-W21-2,2020-06-15 20:12:34,20,-10,positive,10,0.50,0.00,1,1,5326,30,Sample Phone Grip Sockets - 10pc,Oliver Zang
2384,2385,5643,38.0000,3,,2020-05-24 20:16:10,2020-06-17 07:39:06,1,2020-05-25 01:47:58,1697,NULL,0,NULL,2020-W21-2,2020-06-17 07:39:06,23,-7,positive,10,3.80,0.00,1,1,5321,30,Embroidery Patches Samples - 10pc,Jin Jing
2385,2386,5639,62.5000,3,,2020-05-24 22:09:43,2020-06-17 07:17:25,1,2020-05-26 03:36:10,1373,NULL,0,NULL,2020-W21-2,2020-06-17 07:17:25,22,-8,positive,50,1.25,93.25,1,1,5318,30,Custom Enamel Pins (hard or soft) - 50pcs,Sherry - CYI
2386,2387,5644,38.0000,3,,2020-05-24 22:34:24,2020-06-17 07:38:44,1,2020-05-25 01:47:32,1697,NULL,0,NULL,2020-W21-2,2020-06-17 07:38:44,23,-7,positive,10,3.80,0.00,1,1,5322,30,Embroidery Patches Samples - 10pc,Jin Jing
2387,2388,5645,5.0000,3,,2020-05-24 22:35:21,2020-06-15 20:12:40,1,2020-05-26 19:03:42,1231,NULL,0,NULL,2020-W21-2,2020-06-15 20:12:40,20,-10,positive,10,0.50,0.00,1,1,5322,30,Sample Phone Grip Sockets - 10pc,Oliver Zang
2388,2389,5608,57.0000,3,,2020-05-25 14:10:18,2020-06-07 14:57:59,1,2020-05-27 15:33:40,1061,NULL,0,NULL,2020-W22-1,2020-06-07 14:57:59,11,-19,positive,12,4.75,0.00,1,0,5302,30,Blank Hats - Custom Embroidery - 12pk,alma sanchez
2389,2390,5609,57.0000,3,,2020-05-25 14:10:54,2020-06-07 14:57:35,1,2020-05-27 15:33:37,1061,NULL,0,NULL,2020-W22-1,2020-06-07 14:57:35,11,-19,positive,12,4.75,0.00,1,0,5302,30,Blank Hats - Custom Embroidery - 12pk,alma sanchez
2390,2391,5656,40.0000,3,,2020-05-25 14:53:14,2020-06-17 07:50:41,1,2020-05-26 01:08:52,1697,NULL,0,NULL,2020-W22-1,2020-06-17 07:50:41,22,-8,positive,10,4.00,0.00,1,1,5332,30,Embroidery Patches Samples - 10pc,Jin Jing
2391,2392,5613,38.0000,3,,2020-05-25 15:19:07,2020-06-17 07:50:26,1,2020-05-26 01:05:46,1697,NULL,0,NULL,2020-W22-1,2020-06-17 07:50:26,22,-8,positive,10,3.80,0.00,1,1,5304,30,Embroidery Patches Samples - 10pc,Jin Jing
2392,2393,5652,200.0000,3,,2020-05-25 19:02:56,2020-07-01 10:00:56,1,2020-05-27 00:27:55,869,NULL,0,NULL,2020-W22-1,2020-07-01 10:00:56,35,5,negative,500,0.40,0.00,1,1,5328,30,Custom PU Leather Patch - 500pcs,Cookie Mao
2393,2394,5659,5.0000,3,,2020-05-25 19:15:30,2020-06-15 20:12:45,1,2020-05-26 19:03:41,1231,NULL,0,NULL,2020-W22-1,2020-06-15 20:12:45,20,-10,positive,10,0.50,0.00,1,1,5335,30,Sample Phone Grip Sockets - 10pc,Oliver Zang
2394,2395,4964,12.0000,3,,2020-05-25 21:00:56,2020-06-15 20:12:53,1,2020-05-26 19:03:39,1231,NULL,0,NULL,2020-W22-1,2020-06-15 20:12:53,20,-10,positive,50,0.24,0.00,1,1,4867,30,Custom Pop Socket - 50pcs,Oliver Zang
2395,2396,5650,5.0000,3,,2020-05-25 22:03:03,2020-06-15 20:13:02,1,2020-05-26 19:03:49,1231,NULL,0,NULL,2020-W22-1,2020-06-15 20:13:02,20,-10,positive,10,0.50,0.00,1,1,5327,30,Sample Phone Grip Sockets - 10pc,Oliver Zang
2396,2397,5651,150.0000,3,,2020-05-25 22:03:49,2020-06-17 07:50:12,1,2020-05-26 01:05:23,1697,NULL,0,NULL,2020-W22-1,2020-06-17 07:50:12,22,-8,positive,100,1.50,0.00,1,1,5327,30,Custom Embroidery Patches - 100pcs,Jin Jing
2397,2398,5596,425.0000,3,,2020-05-25 22:43:17,2020-09-15 02:14:45,1,2020-06-01 09:34:21,322,NULL,0,2020-05-25 16:00:00,2020-W22-1,2020-09-15 02:14:45,106,122,negative,50,8.50,0.00,1,0,5296,30,Strapback - 5 Panel - 50pcs,Hidy Zhao
2398,2399,5603,440.0000,3,,2020-05-26 01:16:45,2020-09-15 10:17:45,1,2020-06-01 09:34:32,322,NULL,0,NULL,2020-W22-1,2020-09-15 10:17:45,106,76,negative,50,8.80,0.00,1,0,5300,30,Snapback - 6 Panel - 50pcs,Hidy Zhao
2399,2400,5658,100.0000,3,,2020-05-26 12:18:55,2020-06-17 07:49:55,1,2020-05-27 01:21:13,1697,NULL,0,NULL,2020-W22-1,2020-06-17 07:49:55,21,-9,positive,50,2.00,0.00,1,1,5334,30,Custom Chenille Patches - 50pcs,Jin Jing
2400,2401,5664,5.0000,3,,2020-05-26 14:17:42,2020-06-15 20:13:08,1,2020-05-26 19:03:21,1231,NULL,0,NULL,2020-W22-1,2020-06-15 20:13:08,20,-10,positive,10,0.50,0.00,1,1,5339,30,Sample Phone Grip Sockets - 10pc,Oliver Zang
2401,2402,5663,200.0000,3,,2020-05-26 15:28:16,2020-06-17 07:49:19,1,2020-05-27 01:22:36,1697,NULL,0,NULL,2020-W22-1,2020-06-17 07:49:19,21,-9,positive,500,0.40,0.00,1,1,5338,30,Custom Velcro Embroidery Patches - 500pcs,Jin Jing
2402,2403,5391,13.5000,3,,2020-05-26 18:01:00,2020-06-06 10:52:23,1,2020-05-29 04:00:07,1687,NULL,0,NULL,2020-W22-1,2020-06-06 10:52:23,8,-22,positive,10,1.35,0.00,1,1,5142,30,Custom Grip Tape Samples,Fiona yang
2403,2404,5392,13.5000,3,,2020-05-26 18:02:16,2020-06-06 10:52:36,1,2020-05-29 04:00:04,1687,NULL,0,NULL,2020-W22-1,2020-06-06 10:52:36,8,-22,positive,10,1.35,0.00,1,1,5142,30,Custom Grip Tape Samples,Fiona yang
2404,2405,5665,13.5000,3,,2020-05-26 18:03:16,2020-06-06 10:52:47,1,2020-05-29 04:00:00,1687,2020-05-28 09:24:02,0,NULL,2020-W22-1,2020-06-06 10:52:47,8,-22,positive,10,1.35,0.00,1,1,5142,30,Custom Grip Tape Samples,Fiona yang
2405,2406,5666,13.5000,3,,2020-05-26 18:03:46,2020-06-06 10:53:11,1,2020-05-29 03:59:57,1687,NULL,0,NULL,2020-W22-1,2020-06-06 10:53:11,8,-22,positive,10,1.35,0.00,1,1,5142,30,Custom Grip Tape Samples,Fiona yang
2406,2407,5006,85.0000,3,,2020-05-26 18:48:30,2020-06-14 06:39:24,1,2020-05-28 00:47:46,869,NULL,0,NULL,2020-W22-1,2020-06-14 06:39:24,17,-13,positive,250,0.34,0.00,1,1,4896,30,Custom Woven Damask Patches - 250pcs,Cookie Mao
2407,2408,5617,13.5000,3,,2020-05-26 18:51:55,2020-06-06 10:53:24,1,2020-05-29 03:59:53,1687,2020-05-28 09:24:09,0,NULL,2020-W22-1,2020-06-06 10:53:24,8,-22,positive,10,1.35,0.00,1,1,5308,30,Custom Grip Tape Samples,Fiona yang
2408,2409,5670,38.0000,3,,2020-05-26 21:59:40,2020-06-17 07:17:51,1,2020-05-28 05:41:47,1373,NULL,0,NULL,2020-W22-1,2020-06-17 07:17:51,20,-10,positive,100,0.38,64.72,1,1,5342,30,Custom Enamel Pins (hard or soft) - 100pcs,Sherry - CYI
2409,2410,5641,132.0000,3,,2020-05-27 00:42:21,2020-07-18 23:06:02,1,2020-05-27 15:32:54,1061,NULL,0,2020-05-26 16:00:00,2020-W22-1,2020-07-18 23:06:02,52,63,negative,24,5.50,0.00,1,0,5320,30,Blank Hats - Custom Embroidery - 12pk,alma sanchez
2410,2411,5629,66.0000,3,,2020-05-27 02:03:09,2020-06-18 00:38:16,1,2020-05-27 15:32:35,1061,NULL,1,2020-06-11 09:00:00,2020-W22-1,2020-06-18 00:38:16,21,16,negative,12,5.50,0.00,1,0,5314,30,Blank Hats - Custom Embroidery - 12pk,alma sanchez
2411,2412,5632,45.0000,3,,2020-05-27 03:06:54,2020-08-17 05:43:44,1,2020-06-01 09:34:08,322,NULL,0,2020-05-26 16:00:00,2020-W22-1,2020-08-17 05:43:44,77,92,negative,1,45.00,0.00,1,0,5315,30,Custom Sample Production Hat,Hidy Zhao
2412,2413,5633,45.0000,3,,2020-05-27 03:07:52,2020-08-17 05:44:27,1,2020-06-01 09:33:58,322,NULL,0,2020-05-26 16:00:00,2020-W22-1,2020-08-17 05:44:27,77,92,negative,1,45.00,0.00,1,0,5315,30,Custom Sample Production Hat,Hidy Zhao
2413,2414,5667,225.0000,3,,2020-05-27 12:55:35,2020-06-17 07:48:57,1,2020-05-29 00:30:06,1697,NULL,0,NULL,2020-W22-1,2020-06-17 07:48:57,19,-11,positive,500,0.45,0.00,1,1,5340,30,Custom Velcro Embroidery Patches - 500pcs,Jin Jing
2414,2415,5661,120.0000,3,,2020-05-27 15:48:49,2020-06-17 03:57:32,1,2020-05-29 00:27:31,1697,NULL,0,NULL,2020-W22-1,2020-06-17 03:57:32,19,-11,positive,100,1.20,0.00,1,1,5337,30,Custom Embroidery Patches - 100pcs,Jin Jing
2415,2416,5672,120.0000,3,,2020-05-28 19:56:01,2020-06-17 07:36:58,1,2020-05-29 00:26:55,1697,NULL,0,NULL,2020-W22-2,2020-06-17 07:36:58,19,-11,positive,100,1.20,0.00,1,1,5344,30,Custom Embroidery Patches - 100pcs,Jin Jing
2416,2417,5675,96.0000,3,,2020-05-28 21:09:32,2020-06-17 07:18:18,1,2020-05-29 09:57:17,1373,NULL,0,NULL,2020-W22-2,2020-06-17 07:18:18,19,-11,positive,100,0.96,103.47,1,1,5347,30,Custom Enamel Pins (hard or soft) - 100pcs,Sherry - CYI
2417,2418,5684,13.5000,3,,2020-05-28 23:01:17,2020-06-06 10:53:38,1,2020-05-29 03:59:47,1687,NULL,0,NULL,2020-W22-2,2020-06-06 10:53:38,8,-22,positive,10,1.35,0.00,1,1,5354,30,Custom Grip Tape Samples,Fiona yang
2418,2419,4444,425.0000,3,,2020-05-29 15:50:41,2020-08-21 10:21:19,1,2020-06-01 09:47:10,322,NULL,0,NULL,2020-W22-2,2020-08-21 10:21:19,81,51,negative,50,8.50,0.00,1,0,4615,30,Strapback - 6 Panel - 50pcs,Hidy Zhao
2419,2420,5678,5.0000,3,,2020-05-29 19:21:14,2020-06-15 20:13:13,1,2020-06-04 17:09:44,1231,NULL,0,NULL,2020-W22-2,2020-06-15 20:13:13,11,-19,positive,10,0.50,0.00,1,1,5350,30,Sample Phone Grip Sockets - 10pc,Oliver Zang
2420,2421,5700,67.5000,3,,2020-05-29 20:10:08,2020-06-18 09:57:50,1,2020-06-01 04:04:03,1687,NULL,0,NULL,2020-W22-2,2020-06-18 09:57:50,17,-13,positive,50,1.35,0.00,1,1,5363,30,Custom Skateboard Grip Tape - 50pcs,Fiona yang
2421,2422,5695,41.5000,3,,2020-05-29 20:20:47,2020-06-17 07:18:31,1,2020-06-02 05:56:55,1373,NULL,0,NULL,2020-W22-2,2020-06-17 07:18:31,15,-15,positive,50,0.83,103.44,1,1,5359,30,Custom Enamel Pins (hard or soft) - 50pcs,Sherry - CYI
2422,2423,5701,12.0000,3,,2020-05-29 21:23:01,2020-06-15 20:13:19,1,2020-06-04 17:08:47,1231,NULL,0,NULL,2020-W22-2,2020-06-15 20:13:19,11,-19,positive,50,0.24,0.00,1,1,5364,30,Custom Pop Socket - 50pcs,Oliver Zang
2423,2424,5698,336.0000,3,,2020-05-29 21:24:11,2020-09-08 05:39:22,1,2020-06-01 09:47:04,322,NULL,0,2020-05-29 16:00:00,2020-W22-2,2020-09-08 05:39:22,99,111,negative,30,11.20,0.00,1,0,5361,30,Custom Camp Cap - 5 Panel - 30pcs,Hidy Zhao
2424,2425,5693,114.0000,3,,2020-05-29 21:27:51,2020-07-03 16:03:05,1,2020-06-03 15:09:47,1061,NULL,0,2020-05-29 16:00:00,2020-W22-2,2020-07-03 16:03:05,30,45,negative,12,9.50,0.00,1,0,5358,30,Blank Hats - Custom Embroidery - 12pk,alma sanchez
2425,2426,5611,66.0000,3,,2020-05-30 13:28:28,2020-06-19 20:24:00,1,2020-06-03 15:10:59,1061,NULL,0,2020-05-29 16:00:00,2020-W22-2,2020-06-19 20:24:00,16,31,negative,12,5.50,0.00,1,0,5303,30,Blank Hats - Custom Embroidery - 12pk,alma sanchez
2426,2427,5689,108.0000,3,,2020-05-30 13:31:07,2020-07-29 14:27:01,1,2020-06-03 15:13:04,1061,NULL,0,2020-05-29 16:00:00,2020-W22-2,2020-07-29 14:27:01,56,71,negative,12,9.00,0.00,1,0,5357,30,Blank Hats - Custom Embroidery - 12pk,alma sanchez
2427,2428,5551,90.0000,3,,2020-05-30 14:27:56,2020-06-17 07:36:38,1,2020-06-01 00:31:16,1697,NULL,0,NULL,2020-W22-2,2020-06-17 07:36:38,16,-14,positive,50,1.80,0.00,1,1,5260,30,Custom Embroidery Patches - 50pcs,Jin Jing
